crime_id,crime_type,criminal_name,crime_time,place_of_crime,jail_entry_date,bail_granted,duration_of_imprisonment,co_criminals,motive,latitude,longitude,date_of_crime
74867,,Nikita Sinha,02:46:00,Adyar,2022-11-17,No,3 years,Mohan Verma,Self-Defense,8.722962936395135,78.11978869357921,01/01/1900
74868,Drug Possession,Deepak Choudhary,10:21:00,Mylapore,2015-02-11,Yes,1 year,Deepak Choudhary,Revenge,8.738833711448276,78.11619850037542,01/01/1900
74869,Murder,Mohan Verma,05:47:00,Purasawalkam,2023-08-02,No,1 year,Deepak Choudhary,Financial Gain,8.743965783496488,78.16009619376372,01/01/1900
74870,Assault,Suresh Iyer,00:51:00,Royapettah,2024-03-02,Yes,10 years,Suresh Iyer,Political,8.708142832899481,78.1116042429621,01/01/1900
74871,Kidnapping,Mohan Verma,01:45:00,Velachery,2017-07-27,Yes,10 years,Anita Sharma,Financial Gain,8.720200033004575,78.11796874396904,01/01/1900
74872,Theft,Vikram Rao,00:46:00,T. Nagar,2020-06-23,Yes,3 years,Suresh Iyer,Accidental,8.71508228761403,78.1871177248896,01/01/1900
74873,Kidnapping,Vikram Rao,13:54:00,Mylapore,2020-08-26,Yes,3 years,Anita Sharma,Accidental,8.791614574058995,78.11309172375178,01/01/1900
74874,Murder,Ramesh Gupta,17:43:00,Adyar,2016-11-06,No,1 year,Deepak Choudhary,Political,8.7872137604887,78.17750647373069,01/01/1900
74875,Cyber Crime,,15:55:00,Anna Nagar,2022-02-20,Yes,1 year,-,Personal Feud,8.751695231838205,78.15835179926168,
74876,Kidnapping,Amit Joshi,00:06:00,Kodambakkam,2020-01-22,Yes,3 years,Anita Sharma,Self-Defense,8.738129406764491,78.11900447322815,01/01/1900
74877,Theft,Rajesh Kumar,20:23:00,Adyar,2024-11-15,Yes,2 years,,Accidental,8.752134144599424,78.14072223729849,01/01/1900
74878,Theft,Rajesh Kumar,17:46:00,Velachery,2017-08-24,No,,Mohan Verma,Political,8.706409227399634,78.16195087621294,01/01/1900
74879,Murder,Nikita Sinha,20:30:00,Kodambakkam,2023-07-18,Yes,10 years,Mohan Verma,Self-Defense,8.760333409724712,78.15326696128669,01/01/1900
74880,Murder,Suresh Iyer,08:35:00,,2021-01-24,No,10 years,,Financial Gain,8.778664169386587,78.18562302255738,01/01/1900
74881,Kidnapping,Amit Joshi,13:10:00,T. Nagar,2023-12-05,Yes,1 year,Suresh Iyer,Accidental,8.715316403919866,78.12570522698111,01/01/1900
74882,Murder,Nikita Sinha,09:28:00,T. Nagar,2022-03-09,No,1 year,,Financial Gain,8.735757016734732,78.12405227885671,01/01/1900
74883,Murder,Deepak Choudhary,23:18:00,Velachery,2017-03-11,Yes,,Suresh Iyer,Financial Gain,8.761391024138392,78.13568779656538,01/01/1900
74884,Kidnapping,Deepak Choudhary,18:30:00,T. Nagar,2016-04-16,Yes,3 years,Deepak Choudhary,Financial Gain,8.741539969519268,78.17341441477677,01/01/1900
74885,Murder,Mohan Verma,04:22:00,Royapettah,2023-09-05,No,2 years,Anita Sharma,Financial Gain,8.788422389611272,78.13071810158128,01/01/1900
74886,Cyber Crime,,10:40:00,Royapettah,2015-03-11,No,5 years,Deepak Choudhary,,8.757859356396624,78.16790429993357,
74887,Fraud,Rajesh Kumar,06:08:00,Royapettah,2021-05-08,Yes,5 years,,Self-Defense,8.773244823222264,78.14178138088911,01/01/1900
74888,Fraud,Anita Sharma,10:33:00,Mylapore,2015-12-28,No,5 years,Anita Sharma,Financial Gain,8.754542494602289,78.1953999372744,01/01/1900
74889,Kidnapping,Ramesh Gupta,00:09:00,Velachery,2017-01-23,Yes,,Anita Sharma,Accidental,8.729792946124038,78.18782943102168,01/01/1900
74890,,Rajesh Kumar,03:03:00,,2018-10-28,Yes,10 years,Suresh Iyer,Political,8.777301229950188,78.17642002455149,01/01/1900
74891,Murder,Vikram Rao,09:50:00,Mylapore,2022-07-27,Yes,6 months,,Self-Defense,8.71566025073769,78.10954100473013,01/01/1900
74892,Assault,Amit Joshi,22:43:00,T. Nagar,2022-01-06,No,2 years,Mohan Verma,Revenge,8.725770606015203,78.18470612609329,01/01/1900
74893,Murder,Vikram Rao,17:36:00,Mylapore,2021-08-14,Yes,3 years,Suresh Iyer,Financial Gain,8.706148835715895,78.13926022145021,01/01/1900
74894,Cyber Crime,Pooja Mehta,21:49:00,T. Nagar,2023-01-02,Yes,10 years,Deepak Choudhary,Accidental,8.70167737185046,78.17085790281001,01/01/1900
74895,Murder,Anita Sharma,06:08:00,Royapettah,2019-12-13,Yes,6 months,,Revenge,8.763771828340905,78.14962100512348,01/01/1900
74896,Murder,Amit Joshi,07:33:00,Royapettah,2022-03-05,Yes,1 year,Suresh Iyer,Political,8.732223098414753,78.14739128885165,01/01/1900
74897,Fraud,Suresh Iyer,05:36:00,Mylapore,2016-03-09,No,3 years,Suresh Iyer,Personal Feud,8.793065478672183,78.14467990018952,01/01/1900
74898,Assault,,00:58:00,Kodambakkam,2020-01-08,Yes,,Deepak Choudhary,Accidental,8.79863869211905,78.10716172039241,
74899,Theft,Rajesh Kumar,17:43:00,T. Nagar,2017-11-19,No,1 year,Suresh Iyer,Self-Defense,8.73501585723993,78.10729539268284,01/01/1900
74900,Drug Possession,Amit Joshi,11:00:00,Velachery,2021-08-25,Yes,1 year,,Accidental,8.709545908337379,78.16217864196331,01/01/1900
74901,Drug Possession,Suresh Iyer,15:53:00,Adyar,2018-06-21,Yes,2 years,Deepak Choudhary,Self-Defense,8.746849155564776,78.13774968868695,01/01/1900
74902,Kidnapping,Deepak Choudhary,20:07:00,Adyar,2024-02-11,Yes,5 years,-,Self-Defense,8.79176269652478,78.12182625878783,01/01/1900
74903,Drug Possession,Nikita Sinha,14:39:00,Anna Nagar,2019-09-21,No,3 years,Suresh Iyer,Financial Gain,8.713367848859969,78.18355959554869,01/01/1900
74904,Drug Possession,Ramesh Gupta,20:26:00,Kodambakkam,2015-02-14,No,6 months,-,Financial Gain,8.752790886409427,78.14727811183067,01/01/1900
74905,Kidnapping,Ramesh Gupta,14:29:00,Kodambakkam,2017-12-01,No,3 years,-,Political,8.746688946779205,78.18863136319132,01/01/1900
74906,Kidnapping,Amit Joshi,15:18:00,Adyar,2023-08-08,No,1 year,Deepak Choudhary,,8.732701788628724,78.16039928052017,01/01/1900
74907,Drug Possession,Mohan Verma,13:17:00,T. Nagar,2019-08-15,No,6 months,Suresh Iyer,Accidental,8.752808944897646,78.13786739538325,01/01/1900
74908,Drug Possession,Pooja Mehta,05:48:00,T. Nagar,2016-01-27,No,6 months,-,Accidental,8.710611891011744,78.17581446594068,01/01/1900
74909,Theft,Anita Sharma,07:31:00,Anna Nagar,2016-02-03,Yes,1 year,Deepak Choudhary,Financial Gain,8.762735565429942,78.11707793422495,01/01/1900
74910,Assault,Anita Sharma,21:04:00,T. Nagar,2021-09-24,No,6 months,Anita Sharma,Self-Defense,8.763953293936787,78.17075375826201,01/01/1900
74911,Kidnapping,Deepak Choudhary,03:09:00,Kodambakkam,2024-11-04,Yes,10 years,-,Personal Feud,8.784581083668241,78.17816653824443,01/01/1900
74912,Assault,Mohan Verma,13:05:00,Royapettah,2023-12-14,No,3 years,Anita Sharma,Accidental,8.721717660793578,78.12361017299202,01/01/1900
74913,Drug Possession,Pooja Mehta,01:38:00,T. Nagar,2023-02-27,Yes,10 years,-,Personal Feud,8.764624764942415,78.1136209234552,01/01/1900
74914,Cyber Crime,Amit Joshi,07:23:00,Adyar,2022-10-19,Yes,10 years,,Political,8.74989676914932,78.1844393834071,01/01/1900
74915,Theft,Vikram Rao,07:25:00,T. Nagar,2020-10-24,Yes,6 months,-,Political,8.710285811167513,78.10504442631692,01/01/1900
74916,Cyber Crime,Pooja Mehta,21:45:00,T. Nagar,2020-09-11,Yes,6 months,,Revenge,8.74705946133425,78.14091404771246,01/01/1900
74917,Drug Possession,Anita Sharma,19:27:00,T. Nagar,2016-12-14,No,3 years,Anita Sharma,Revenge,8.79101270150648,78.19029801341996,01/01/1900
74918,Assault,Amit Joshi,17:26:00,Adyar,2020-08-25,No,,,Revenge,8.72732571115901,78.19120694905182,01/01/1900
74919,Murder,Ramesh Gupta,12:58:00,Anna Nagar,2017-03-28,No,1 year,Anita Sharma,Political,8.783440976227917,78.1155690443241,01/01/1900
74920,Drug Possession,Deepak Choudhary,18:41:00,Mylapore,2019-11-24,No,1 year,,Self-Defense,8.755973516448792,78.14503364506045,01/01/1900
74921,Cyber Crime,Mohan Verma,02:41:00,,2018-10-14,No,5 years,Deepak Choudhary,Personal Feud,8.7278419919544,78.19742862983799,01/01/1900
74922,Drug Possession,Vikram Rao,10:59:00,Mylapore,2016-06-17,No,10 years,Mohan Verma,Personal Feud,8.798200899848942,78.19613580122876,01/01/1900
74923,Cyber Crime,Suresh Iyer,15:16:00,Kodambakkam,2016-08-01,Yes,1 year,Suresh Iyer,Political,8.749448557956427,78.15331073550843,01/01/1900
74924,Kidnapping,Rajesh Kumar,00:36:00,Velachery,2016-10-23,No,5 years,,Accidental,8.796338000716995,78.16888575224185,01/01/1900
74925,Theft,Vikram Rao,03:17:00,Royapettah,2020-03-08,Yes,6 months,Anita Sharma,Revenge,8.751061798022043,78.19837777760014,01/01/1900
74926,Drug Possession,Deepak Choudhary,12:32:00,Adyar,2018-05-24,No,3 years,Suresh Iyer,Accidental,8.727544906673357,78.11150079682302,01/01/1900
74927,Assault,Anita Sharma,08:29:00,Purasawalkam,2019-03-22,No,2 years,Mohan Verma,Revenge,8.734372059945432,78.17836862992515,01/01/1900
74928,Kidnapping,Deepak Choudhary,20:09:00,Anna Nagar,2024-01-04,No,,Deepak Choudhary,Revenge,8.740191050699083,78.14472018182838,01/01/1900
74929,Kidnapping,Mohan Verma,07:03:00,Royapettah,2020-05-20,Yes,,-,Revenge,8.721971648183137,78.1899562633034,01/01/1900
74930,Fraud,Mohan Verma,09:17:00,Adyar,2015-04-13,Yes,6 months,-,Personal Feud,8.763528290388296,78.16950612645788,01/01/1900
74931,Assault,Suresh Iyer,03:12:00,Mylapore,2020-04-05,No,2 years,Suresh Iyer,Financial Gain,8.749549196630861,78.14397132457191,01/01/1900
74932,Cyber Crime,Anita Sharma,19:33:00,Royapettah,2024-04-18,Yes,6 months,Mohan Verma,Financial Gain,8.758203666337037,78.14107362954098,01/01/1900
74933,Fraud,Nikita Sinha,20:10:00,Royapettah,2016-03-03,Yes,1 year,-,Accidental,8.764727533656034,78.16253804832424,01/01/1900
74934,Fraud,Ramesh Gupta,08:45:00,Adyar,2023-12-27,Yes,6 months,Deepak Choudhary,Accidental,8.71096019514721,78.10180254480211,01/01/1900
74935,Theft,Ramesh Gupta,17:23:00,,2024-06-14,No,3 years,Deepak Choudhary,Political,8.772554252582784,78.1908112363171,01/01/1900
74936,Murder,Anita Sharma,01:51:00,Kodambakkam,2015-08-13,No,2 years,,Self-Defense,8.77157893962947,78.18950614191573,01/01/1900
74937,Theft,Mohan Verma,04:07:00,Velachery,2017-10-13,No,5 years,Suresh Iyer,Revenge,8.715926699743852,78.18832296182948,01/01/1900
74938,Theft,Amit Joshi,17:42:00,Anna Nagar,2019-04-05,Yes,3 years,,Revenge,8.73850743079722,78.16850170876954,01/01/1900
74939,Drug Possession,Suresh Iyer,19:12:00,Royapettah,2016-06-18,No,,Mohan Verma,Accidental,8.715707464804817,78.14105261068936,01/01/1900
74940,Murder,Anita Sharma,04:32:00,Velachery,2023-10-09,No,1 year,-,Self-Defense,8.758040609624475,78.17155175169307,01/01/1900
74941,Assault,Nikita Sinha,04:46:00,Anna Nagar,2021-05-09,Yes,,Suresh Iyer,Accidental,8.793044505441532,78.10991462137646,01/01/1900
74942,Drug Possession,Ramesh Gupta,20:00:00,Anna Nagar,2020-04-09,Yes,1 year,Mohan Verma,Political,8.745855354573983,78.15295036350268,01/01/1900
74943,Murder,Ramesh Gupta,10:46:00,Kodambakkam,2021-06-11,No,5 years,-,Accidental,8.781952280536528,78.14118963527876,01/01/1900
74944,Kidnapping,,04:18:00,Purasawalkam,2024-12-05,No,10 years,,Financial Gain,8.718243572666145,78.1832076492673,
74945,,Amit Joshi,18:46:00,Velachery,2023-06-03,No,5 years,,Accidental,8.798856766818124,78.12394686402273,01/01/1900
74946,Cyber Crime,Vikram Rao,01:53:00,Velachery,2024-08-10,Yes,5 years,Suresh Iyer,Revenge,8.78070180047726,78.12279162867007,01/01/1900
74947,Kidnapping,Anita Sharma,17:46:00,Kodambakkam,2016-04-05,Yes,5 years,,Accidental,8.711463186291969,78.15632265176619,01/01/1900
74948,Fraud,,23:58:00,Adyar,2017-05-07,Yes,10 years,Anita Sharma,Political,8.777241537490966,78.12018395614578,
74949,Theft,Suresh Iyer,14:38:00,Royapettah,2022-04-02,No,1 year,,Accidental,8.786576628645884,78.17902824274869,01/01/1900
74950,Murder,Suresh Iyer,00:31:00,Kodambakkam,2017-11-10,Yes,,Deepak Choudhary,Political,8.73473881027466,78.12657468128478,01/01/1900
74951,Cyber Crime,Rajesh Kumar,17:29:00,Velachery,2018-05-02,Yes,10 years,,Financial Gain,8.700324178622125,78.11008041107078,01/01/1900
74952,Assault,Deepak Choudhary,01:16:00,Velachery,2019-10-07,No,10 years,Suresh Iyer,Financial Gain,8.752389621290558,78.11986548836256,01/01/1900
74953,Murder,Pooja Mehta,02:49:00,Purasawalkam,2019-06-22,Yes,6 months,Deepak Choudhary,Self-Defense,8.72886620808589,78.15242275785589,01/01/1900
74954,Assault,Nikita Sinha,07:34:00,Adyar,2015-11-24,Yes,5 years,Suresh Iyer,Personal Feud,8.743568309982237,78.17643249075165,01/01/1900
74955,Murder,Ramesh Gupta,09:29:00,Purasawalkam,2022-02-08,Yes,1 year,-,Financial Gain,8.791339139123192,78.19255422695366,01/01/1900
74956,Kidnapping,Anita Sharma,19:30:00,Velachery,2019-10-14,Yes,,Mohan Verma,Revenge,8.795242264045301,78.17106717195962,01/01/1900
74957,Assault,Pooja Mehta,17:30:00,T. Nagar,2024-02-02,Yes,,Anita Sharma,Personal Feud,8.736153074986367,78.16818846709197,01/01/1900
74958,Kidnapping,Nikita Sinha,00:12:00,Adyar,2019-04-22,No,2 years,Anita Sharma,Self-Defense,8.740201470575657,78.11468229378619,01/01/1900
74959,Theft,Deepak Choudhary,07:58:00,Adyar,2023-06-18,Yes,3 years,Mohan Verma,,8.747872780112692,78.1641189307539,01/01/1900
74960,Assault,Deepak Choudhary,06:15:00,Adyar,2016-02-16,No,,Mohan Verma,Financial Gain,8.7818575421187,78.1631841056171,01/01/1900
74961,Fraud,Mohan Verma,01:32:00,Adyar,2024-07-01,No,2 years,Deepak Choudhary,Accidental,8.739122906723868,78.10388659513733,01/01/1900
74962,Theft,Pooja Mehta,22:39:00,Mylapore,2023-08-09,No,5 years,Anita Sharma,Personal Feud,8.772445427337876,78.1047231494089,01/01/1900
74963,Kidnapping,Nikita Sinha,04:52:00,Adyar,2016-09-03,No,1 year,-,Personal Feud,8.748475850255604,78.12675162749147,01/01/1900
74964,Fraud,Suresh Iyer,09:03:00,Velachery,2015-04-26,Yes,3 years,Deepak Choudhary,Accidental,8.761638041628098,78.11782199794312,01/01/1900
74965,Kidnapping,Rajesh Kumar,19:49:00,Kodambakkam,2022-11-11,No,10 years,Mohan Verma,Revenge,8.772714237022408,78.10941076289122,01/01/1900
74966,Cyber Crime,Deepak Choudhary,12:51:00,Royapettah,2017-09-22,No,2 years,-,Financial Gain,8.797210328075115,78.12968725811764,01/01/1900
74967,Assault,Rajesh Kumar,14:54:00,Kodambakkam,2016-07-01,No,6 months,,Revenge,8.770291992230323,78.19824997094213,01/01/1900
74968,Murder,Anita Sharma,11:31:00,T. Nagar,2015-07-19,No,2 years,Suresh Iyer,Political,8.720205360562614,78.1561582042231,01/01/1900
74969,Kidnapping,Mohan Verma,10:41:00,Velachery,2018-12-07,No,3 years,-,Financial Gain,8.786341639872205,78.10077466335967,01/01/1900
74970,Assault,Mohan Verma,02:14:00,Mylapore,2021-05-04,Yes,3 years,,Self-Defense,8.781602627838305,78.18146883676587,01/01/1900
74971,Fraud,Anita Sharma,14:58:00,Royapettah,2015-12-23,Yes,10 years,Mohan Verma,Accidental,8.783034174844596,78.15315412739834,01/01/1900
74972,Murder,Ramesh Gupta,13:31:00,Kodambakkam,2018-03-07,Yes,5 years,Suresh Iyer,Revenge,8.732296316363497,78.11764481851908,01/01/1900
74973,Assault,Amit Joshi,05:51:00,Velachery,2017-08-12,Yes,5 years,Deepak Choudhary,Accidental,8.705839010650427,78.1746629859341,01/01/1900
74974,Drug Possession,Deepak Choudhary,23:56:00,Anna Nagar,2020-08-01,Yes,2 years,Deepak Choudhary,Political,8.710447191113785,78.12742110639945,01/01/1900
74975,Theft,Vikram Rao,21:25:00,Adyar,2016-05-07,No,5 years,Deepak Choudhary,,8.735263200272275,78.11997943326409,01/01/1900
74976,Assault,Anita Sharma,16:01:00,,2018-02-06,Yes,1 year,,Revenge,8.759446961202377,78.15399955409528,01/01/1900
74977,Theft,Ramesh Gupta,20:53:00,Adyar,2017-04-14,Yes,1 year,Deepak Choudhary,Personal Feud,8.738712025816485,78.12473926915682,01/01/1900
74978,Fraud,Pooja Mehta,10:33:00,T. Nagar,2021-10-14,Yes,1 year,Mohan Verma,,8.747645786929244,78.19216933309244,01/01/1900
74979,Assault,Mohan Verma,14:52:00,Anna Nagar,2015-03-21,Yes,5 years,Suresh Iyer,Self-Defense,8.78003873907766,78.15214853769676,01/01/1900
74980,Assault,Anita Sharma,05:30:00,Anna Nagar,2017-03-07,Yes,1 year,Mohan Verma,Financial Gain,8.769415887435049,78.17420896770813,01/01/1900
74981,Murder,Pooja Mehta,01:38:00,Royapettah,2016-02-16,No,10 years,Anita Sharma,Personal Feud,8.776097298118582,78.12287706205692,01/01/1900
74982,Drug Possession,Anita Sharma,06:59:00,Anna Nagar,2016-11-19,Yes,2 years,Deepak Choudhary,,8.788625310940615,78.17152585803514,01/01/1900
74983,Drug Possession,Nikita Sinha,11:31:00,Anna Nagar,2022-10-02,Yes,10 years,Mohan Verma,Political,8.714439466210576,78.15163768590776,01/01/1900
74984,Fraud,Nikita Sinha,15:43:00,Anna Nagar,2024-10-04,Yes,6 months,Suresh Iyer,Political,8.740316232181732,78.16884099007493,01/01/1900
74985,Drug Possession,,23:50:00,Kodambakkam,2024-10-17,No,2 years,Anita Sharma,Personal Feud,8.716492607086295,78.1552572206987,
74986,Murder,Amit Joshi,10:57:00,T. Nagar,2019-11-28,No,,Anita Sharma,Self-Defense,8.715064835298797,78.11758390209023,01/01/1900
74987,Assault,Rajesh Kumar,22:13:00,Royapettah,2021-12-13,No,10 years,Anita Sharma,Self-Defense,8.72386035699075,78.19652623623774,01/01/1900
74988,Theft,Vikram Rao,05:20:00,T. Nagar,2020-01-05,Yes,,Suresh Iyer,Personal Feud,8.72136210445365,78.16466069589708,01/01/1900
74989,Cyber Crime,Pooja Mehta,19:22:00,Adyar,2017-05-06,Yes,10 years,,Self-Defense,8.752495925943718,78.13536153907106,01/01/1900
74990,Cyber Crime,Pooja Mehta,10:19:00,Royapettah,2023-10-27,Yes,6 months,Deepak Choudhary,Revenge,8.743302885646756,78.14779913059489,01/01/1900
74991,Cyber Crime,Ramesh Gupta,17:52:00,Royapettah,2023-01-28,Yes,,Mohan Verma,Self-Defense,8.737576015632095,78.11369292145956,01/01/1900
74992,Cyber Crime,Amit Joshi,15:41:00,Adyar,2023-02-13,Yes,5 years,Anita Sharma,Revenge,8.705074634291279,78.17043416720718,01/01/1900
74993,Murder,Vikram Rao,16:00:00,Mylapore,2024-04-13,Yes,3 years,Deepak Choudhary,Accidental,8.708244047702998,78.18447044261788,01/01/1900
74994,Fraud,Pooja Mehta,14:03:00,Adyar,2022-01-10,Yes,2 years,,,8.780370018618594,78.10777479050196,01/01/1900
74995,Fraud,Mohan Verma,03:10:00,Kodambakkam,2015-06-10,Yes,5 years,Anita Sharma,Personal Feud,8.739937073017408,78.16064614794985,01/01/1900
74996,Drug Possession,Vikram Rao,21:59:00,Royapettah,2024-05-28,No,1 year,,Financial Gain,8.750177643940392,78.1626235423634,01/01/1900
74997,Fraud,Amit Joshi,13:37:00,T. Nagar,2019-01-22,No,2 years,Anita Sharma,Self-Defense,8.734567108891362,78.10240169305631,01/01/1900
74998,Drug Possession,,08:34:00,Mylapore,2018-12-09,No,,Anita Sharma,Revenge,8.70652541917745,78.16326936139481,
74999,Fraud,Pooja Mehta,04:48:00,Purasawalkam,2016-09-20,Yes,1 year,,Financial Gain,8.755310740088296,78.12787505187312,01/01/1900
75000,Assault,Amit Joshi,00:23:00,Anna Nagar,2019-07-16,No,1 year,Anita Sharma,Accidental,8.729729709598903,78.14591397627933,01/01/1900
75001,Fraud,,20:12:00,Royapettah,2022-08-24,No,3 years,Deepak Choudhary,Revenge,8.753823743256069,78.17287647950215,
75002,Kidnapping,Amit Joshi,05:20:00,Royapettah,2017-08-09,Yes,2 years,Deepak Choudhary,Financial Gain,8.71573272612303,78.12548017148403,01/01/1900
75003,Drug Possession,Nikita Sinha,09:30:00,Velachery,2016-04-27,No,2 years,,Self-Defense,8.78145099752047,78.13659259719165,01/01/1900
75004,Theft,Anita Sharma,05:22:00,Mylapore,2018-10-28,Yes,10 years,Anita Sharma,Personal Feud,8.754012935080247,78.12201799718413,01/01/1900
75005,,Deepak Choudhary,16:18:00,Anna Nagar,2020-02-16,No,1 year,Suresh Iyer,Revenge,8.768925282888278,78.11763334856022,01/01/1900
75006,Cyber Crime,Nikita Sinha,09:26:00,Kodambakkam,2015-06-04,Yes,1 year,Anita Sharma,Accidental,8.700929960782144,78.118178057449,01/01/1900
75007,Theft,Suresh Iyer,05:00:00,T. Nagar,2023-03-13,No,5 years,Anita Sharma,Political,8.710364521371863,78.12520695115482,01/01/1900
75008,Drug Possession,Nikita Sinha,07:59:00,,2020-05-18,No,,-,,8.776481670504344,78.1783906521519,01/01/1900
75009,Drug Possession,Rajesh Kumar,05:44:00,Velachery,2016-03-08,Yes,1 year,Suresh Iyer,Political,8.75883890502046,78.12167160428592,01/01/1900
75010,Murder,Nikita Sinha,05:53:00,Purasawalkam,2016-09-06,Yes,3 years,Deepak Choudhary,Financial Gain,8.763565441899685,78.17988869295469,01/01/1900
75011,Assault,Anita Sharma,17:51:00,,2024-05-06,Yes,10 years,Suresh Iyer,Financial Gain,8.700000437624064,78.11897769860461,01/01/1900
75012,Kidnapping,Vikram Rao,16:33:00,Purasawalkam,2020-10-25,Yes,2 years,Deepak Choudhary,Self-Defense,8.785233773648677,78.17367829741552,01/01/1900
75013,Theft,Suresh Iyer,08:35:00,Kodambakkam,2020-04-14,Yes,2 years,,Political,8.721591025961821,78.16866414967704,01/01/1900
75014,Drug Possession,Amit Joshi,13:07:00,Anna Nagar,2022-09-07,No,6 months,Suresh Iyer,Political,8.759408292142666,78.19161757797302,01/01/1900
75015,Drug Possession,Deepak Choudhary,13:38:00,T. Nagar,2015-11-28,Yes,6 months,Mohan Verma,Political,8.792079228398768,78.10192693029087,01/01/1900
75016,Cyber Crime,Anita Sharma,16:18:00,Velachery,2017-03-06,Yes,,,Revenge,8.713126473675283,78.16386481232152,01/01/1900
75017,Assault,Pooja Mehta,23:25:00,Velachery,2021-07-06,No,1 year,Suresh Iyer,Revenge,8.702759641505724,78.1042750769774,01/01/1900
75018,,Suresh Iyer,08:38:00,Mylapore,2017-07-26,No,,Deepak Choudhary,Self-Defense,8.762158842977788,78.1368641778747,01/01/1900
75019,Drug Possession,Mohan Verma,20:48:00,T. Nagar,2021-04-21,No,10 years,,Revenge,8.717067176383964,78.18953659883076,01/01/1900
75020,Drug Possession,Deepak Choudhary,09:09:00,Mylapore,2021-03-19,No,5 years,Deepak Choudhary,Accidental,8.788787924988869,78.11540588755919,01/01/1900
75021,Murder,Suresh Iyer,00:57:00,Purasawalkam,2018-09-08,Yes,10 years,Deepak Choudhary,Revenge,8.79951158293548,78.1748468346907,01/01/1900
